"index_col","Company","TypeName","Inches","screen_size","resolution_width","resolution_height","ips_panel","touchscreen","cpu_brand","cpu_name","cpu_speed","Ram","memory_type","primary_storage","secondary_storage","gpu_brand","OpSys","Weight","price","ppi"
188,"HP","Notebook",17.3,"large",1920,1080,0,0,"AMD","A6-Series 9220",2.5,4,"HDD","500","0","AMD","windows",2.71,23390,127
189,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"SSD","256","0","Nvidia","windows",1.63,54932,157
190,"Dell","Workstation",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.9,16,"SSD","256","0","Nvidia","windows",3.42,153705,127
191,"Dell","Ultrabook",13.3,"small",3200,1800,0,1,"Intel","Core i7",1.8,16,"SSD","512","0","Intel","windows",1.2,99580,276
192,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"AMD","A10-Series 9600P",2.4,6,"HDD","1024","0","AMD","windows",2.4,26587,141
193,"Apple","Ultrabook",13.3,"small",1440,900,0,0,"Intel","Core i5",1.6,8,"Flash Storage","256","0","Intel","macos",1.35,53173,128
194,"Asus","Ultrabook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,16,"SSD","512","0","Nvidia","windows",1.63,78215,141
195,"Asus","Notebook",14.0,"medium",1366,768,0,0,"Intel","Core i3",2.4,4,"SSD","128","0","Intel","windows",1.3,27120,112
196,"Lenovo","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"Flash Storage","64","0","Intel","windows",1.44,13267,112
197,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.9,113060,127
198,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.7,4,"HDD","1024","0","Intel","linux",2.1,19554,100
199,"Lenovo","Notebook",17.3,"large",1600,900,0,0,"Intel","Core i5",2.5,6,"HDD","1024","0","Nvidia","windows",5.8,34579,106
200,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"HDD","2048","0","Nvidia","N/A",2.2,29251,100
201,"Dell","Notebook",17.3,"large",1920,1080,1,0,"Intel","Core i5",1.6,8,"Hybrid","128","1024","AMD","windows",2.8,52161,127
202,"Asus","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.5,67399,141
203,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","1024","0","Intel","windows",1.86,26037,100
204,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"SSD","256","0","Nvidia","windows",2.1,46833,141
205,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Pentium Quad",1.1,4,"HDD","1024","0","Intel","N/A",2.2,19180,100
206,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"AMD","A6-Series 9220",2.5,4,"SSD","128","0","AMD","windows",2.2,21259,141
207,"HP","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i7",2.8,16,"SSD","256","0","Intel","windows",1.28,105228,166
208,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Intel","linux",2.0,20726,141
209,"Toshiba","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.5,8,"SSD","256","0","Nvidia","windows",2.2,55571,141
210,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","Nvidia","windows",2.3,43636,141
211,"Dell","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.65,79867,141
212,"Acer","Notebook",15.6,"medium",1366,768,0,0,"AMD","A9-Series 9420",3.0,4,"HDD","1024","0","AMD","windows",2.1,21046,100
213,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Nvidia","linux",2.3,27865,100
214,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Intel","windows",1.86,24988,141
215,"Dell","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","128","1024","Nvidia","windows",2.65,71875,141
216,"Lenovo","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.1,53227,166
217,"Acer","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",1.6,4,"SSD","256","0","Intel","windows",2.2,36337,141
218,"Dell","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",1.6,61219,157
219,"Dell","2 in 1 Convertible",13.3,"small",1920,1080,0,1,"Intel","Core i7",1.8,16,"SSD","512","0","Intel","windows",1.62,68145,166
220,"HP","Ultrabook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",1.8,8,"SSD","256","0","Nvidia","windows",1.83,37243,141
221,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"SSD","256","0","AMD","linux",2.2,36089,141
222,"Dell","2 in 1 Convertible",17.3,"large",1920,1080,0,1,"Intel","Core i5",1.6,12,"HDD","1024","0","Nvidia","windows",2.77,53227,127
223,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.96,31914,141
224,"Lenovo","2 in 1 Convertible",14.0,"medium",1920,1080,1,0,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",1.74,47899,157
225,"Apple","Ultrabook",13.3,"small",2560,1600,1,0,"Intel","Core i5",2.0,8,"SSD","256","0","Intel","macos",1.37,75604,227
226,"Asus","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","128","1024","Nvidia","windows",2.2,77203,141
227,"Asus","Gaming",17.3,"large",1920,1080,0,0,"AMD","Ryzen 1700",3.0,8,"Hybrid","256","1024","AMD","windows",3.2,69211,127
228,"Dell","Ultrabook",13.3,"small",1920,1080,1,0,"Intel","Core i7",1.8,8,"SSD","256","0","Intel","windows",1.21,87859,166
229,"Toshiba","Ultrabook",13.3,"small",1920,1080,0,0,"Intel","Core i7",2.5,8,"SSD","256","0","Intel","windows",1.2,72621,166
230,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"HDD","1024","0","Intel","windows",2.1,42304,141
231,"Asus","Gaming",15.6,"medium",1920,1080,0,0,"AMD","FX 9830P",3.0,8,"HDD","1024","0","AMD","windows",2.45,37243,141
232,"Dell","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",4.42,130874,127
233,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"SSD","256","0","AMD","windows",2.3,34046,141
234,"Acer","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,2,"HDD","1024","0","Nvidia","windows",2.2,36710,141
235,"Acer","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",2.2,44329,141
236,"Dell","Notebook",15.6,"medium",1920,1080,0,1,"Intel","Core i7",2.7,16,"HDD","1024","0","AMD","windows",2.3,45768,141
237,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.0,40972,141
238,"HP","Notebook",13.3,"small",1920,1080,0,0,"Intel","Core i7",1.8,16,"SSD","512","0","Intel","windows",1.49,63776,166
239,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.65,63670,141
240,"Asus","Notebook",17.3,"large",1920,1080,0,0,"Intel","Core i5",2.5,8,"Hybrid","256","500","Nvidia","windows",2.69,47472,127
241,"Asus","Ultrabook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.25,55891,157
242,"Acer","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",1.5,45128,166
243,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"HDD","1024","0","AMD","windows",1.9,67612,141
244,"Dell","Ultrabook",13.3,"small",3840,2160,1,1,"Intel","Core i7",1.8,16,"SSD","1024","0","Intel","windows",1.21,133147,331
245,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.4,4,"HDD","1024","0","Intel","windows",2.37,21258,100
246,"HP","Notebook",15.6,"medium",1366,768,0,0,"AMD","E-Series 9000e",1.5,4,"HDD","500","0","AMD","windows",2.1,17582,100
247,"MSI","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.8,111835,141
248,"Acer","Notebook",15.6,"medium",1920,1080,0,0,"AMD","A8-Series 7410",2.2,8,"SSD","256","0","AMD","windows",2.23,24988,141
249,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"HDD","1024","0","AMD","linux",2.2,31963,141
250,"Asus","2 in 1 Convertible",11.6,"small",1366,768,0,1,"Intel","Celeron Dual",1.1,2,"Flash Storage","32","0","Intel","windows",1.1,14652,135
251,"Asus","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","windows",2.5,53227,141
252,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"SSD","256","0","AMD","linux",2.2,25841,141
253,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.4,6,"SSD","256","0","Nvidia","windows",2.0,30743,141
254,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.6,8,"SSD","256","0","Intel","windows",1.48,67559,157
255,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"Hybrid","128","1024","AMD","windows",2.33,44968,141
256,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.84,60952,141
257,"HP","2 in 1 Convertible",13.3,"small",3840,2160,1,1,"Intel","Core i7",1.8,16,"SSD","1024","0","Intel","windows",1.29,130483,331
258,"Asus","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"HDD","1024","0","Intel","linux",2.0,14651,100
259,"HP","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,12,"Hybrid","128","1024","Nvidia","windows",2.62,66547,141
260,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",3.2,79867,141
261,"Lenovo","Notebook",13.3,"small",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"Flash Storage","16","0","Intel","other",1.45,24503,118
262,"Dell","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.6,45768,157
263,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","AMD","windows",1.91,38308,141
264,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"SSD","256","0","Nvidia","windows",2.0,60886,141
265,"Dell","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"HDD","500","0","Intel","linux",2.2,14647,100
266,"Acer","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",1.6,36710,166
267,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"AMD","A12-Series 9720P",3.6,12,"HDD","2048","0","AMD","windows",2.2,47899,141
268,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.95,52214,157
269,"HP","Notebook",15.6,"medium",1920,1080,0,0,"AMD","E-Series E2-9000e",1.5,4,"HDD","500","0","AMD","windows",2.1,18595,141
270,"Acer","Notebook",11.6,"small",1366,768,0,0,"Intel","Pentium Quad",1.6,4,"Flash Storage","128","0","Intel","windows",1.4,25841,135
271,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,16,"SSD","256","0","AMD","linux",2.36,47899,141
272,"HP","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i3",2.4,8,"HDD","1024","0","Nvidia","windows",2.1,38148,141
273,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"HDD","1024","0","AMD","linux",2.2,34472,141
274,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.48,68838,157
275,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Intel","linux",2.1,20779,100
276,"Lenovo","2 in 1 Convertible",13.9,"small",3840,2160,1,1,"Intel","Core i7",1.8,16,"SSD","512","0","Intel","windows",1.4,111835,317
277,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"AMD","A10-Series A10-9620P",2.5,4,"Hybrid","128","1024","AMD","windows",2.2,30636,141
278,"HP","Ultrabook",13.3,"small",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",1.38,59620,166
279,"Asus","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.9,32,"Hybrid","512","1024","Nvidia","windows",4.7,207259,127
280,"Dell","Ultrabook",13.3,"small",1920,1080,0,0,"Intel","Core i7",1.8,8,"SSD","256","0","Intel","windows",1.2,84129,166
281,"Lenovo","Notebook",17.3,"large",1600,900,0,0,"Intel","Core i5",2.5,4,"HDD","1024","0","Nvidia","windows",2.79,31382,106
282,"Microsoft","Ultrabook",13.5,"small",2256,1504,0,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.25,71395,201
283,"Acer","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.5,45075,141
284,"Lenovo","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","256","2048","Nvidia","windows",2.4,60153,141
285,"Asus","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",2.0,58288,157
286,"HP","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,2,"Flash Storage","32","0","Intel","windows",1.44,14865,112
287,"HP","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i5",2.5,6,"SSD","256","0","Nvidia","windows",1.58,35112,157
288,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,8,"SSD","128","0","Intel","windows",7.2,31382,100
289,"HP","Notebook",15.6,"medium",1366,768,1,0,"Intel","Core i7",1.8,8,"HDD","1024","0","Intel","windows",2.1,48059,100
290,"Dell","Ultrabook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.9,16,"SSD","512","256","Intel","windows",1.88,85672,141
291,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Intel","windows",1.85,22106,141
292,"Acer","Notebook",15.6,"medium",1366,768,0,0,"AMD","A12-Series 9720P",2.7,8,"SSD","256","0","AMD","windows",2.2,35112,100
293,"Asus","2 in 1 Convertible",11.6,"small",1366,768,0,1,"Intel","Celeron Dual",1.1,4,"Flash Storage","32","0","Intel","windows",1.5,19980,135
294,"Lenovo","Notebook",14.0,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"Flash Storage","32","0","Intel","windows",1.44,15558,112
295,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,6,"HDD","1024","0","Intel","windows",8.23,29251,100
296,"Asus","Ultrabook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",1.3,63563,157
297,"Dell","Ultrabook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,8,"HDD","1024","0","AMD","windows",0.0,35325,141
298,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,16,"Hybrid","256","1024","Nvidia","windows",2.2,69211,141
299,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.84,69477,141
300,"Asus","Ultrabook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Nvidia","windows",1.7,55939,141
301,"HP","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,12,"Hybrid","256","1024","Nvidia","windows",3.35,106507,127
302,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.7,75072,127
303,"Mediacom","2 in 1 Convertible",11.6,"small",1920,1080,1,1,"Intel","Celeron Dual",1.1,4,"SSD","32","0","Intel","windows",1.16,15931,190
304,"HP","Ultrabook",12.5,"small",1920,1080,0,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.26,71129,176
305,"HP","Workstation",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","windows",2.6,92615,141
306,"Samsung","Netbook",11.6,"small",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"Flash Storage","16","0","Intel","other",1.15,14332,135
307,"Dell","Notebook",15.6,"medium",3840,2160,0,1,"Intel","Core i7",2.8,32,"SSD","1024","0","Nvidia","windows",2.06,140606,282
308,"Toshiba","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.5,16,"SSD","512","0","Nvidia","windows",2.4,74752,141
309,"Lenovo","Notebook",13.3,"small",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.4,53813,166
310,"MSI","Gaming",17.3,"large",1920,1080,0,0,"Intel","Core i7",2.8,8,"Hybrid","256","1024","Nvidia","windows",2.7,63883,127
311,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i3",2.7,4,"SSD","128","0","Intel","windows",1.7,31915,157
312,"Toshiba","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",2.0,50243,141
313,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"Hybrid","128","2048","AMD","windows",2.02,51730,141
314,"Asus","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",2.7,8,"Hybrid","256","1024","Intel","windows",2.0,71076,157
315,"Lenovo","Workstation",15.6,"medium",3840,2160,1,0,"Intel","Core i7",2.8,16,"SSD","512","0","Nvidia","windows",2.3,130270,282
316,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.1,4,"HDD","1024","0","Intel","N/A",2.2,17156,100
317,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.9,16,"SSD","512","0","Nvidia","windows",2.5,130483,141
318,"Dell","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Nvidia","windows",2.65,53227,141
319,"Asus","Gaming",17.3,"large",1920,1080,0,0,"AMD","Ryzen 1600",3.2,8,"Hybrid","256","1024","AMD","windows",3.2,90310,127
320,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Intel","windows",1.85,23923,141
321,"Dell","Notebook",15.6,"medium",1366,768,0,1,"Intel","Core i5",2.5,8,"HDD","2048","0","Intel","windows",2.36,29697,100
322,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Celeron Dual",1.6,4,"HDD","500","0","Intel","windows",2.1,18488,100
323,"Google","Ultrabook",12.3,"small",2400,1600,0,1,"Intel","Core i7",1.3,16,"SSD","512","0","Intel","other",1.1,117163,235
324,"Dell","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.6,8,"SSD","256","0","Intel","windows",1.36,76031,157
325,"Lenovo","Ultrabook",24.0,"large",2560,1440,0,0,"Intel","Core i7",2.7,24,"SSD","512","0","Intel","windows",1.32,126913,122
326,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"HDD","500","0","Intel","windows",1.86,23390,100
327,"Asus","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"SSD","256","0","Intel","linux",2.0,29784,141
328,"Asus","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",2.0,50350,157
329,"Lenovo","Notebook",17.3,"large",1600,900,0,0,"AMD","A6-Series 9220",2.5,8,"HDD","1024","0","AMD","windows",2.8,27652,106
330,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",1.6,4,"SSD","256","0","AMD","windows",2.2,39907,141
331,"Lenovo","Notebook",14.0,"medium",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.58,78854,157
332,"Lenovo","Ultrabook",12.5,"small",1920,1080,1,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.36,76137,176
333,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Pentium Quad",1.1,4,"SSD","128","0","Intel","windows",2.2,18595,141
334,"Asus","Ultrabook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,16,"Hybrid","256","1024","Nvidia","windows",1.5,67239,141
335,"HP","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.8,8,"Hybrid","128","1024","Nvidia","windows",2.2,58555,141
336,"Lenovo","Notebook",17.3,"large",1600,900,0,0,"Intel","Core i5",2.5,6,"Hybrid","128","1024","Nvidia","windows",2.8,38308,106
337,"Dell","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.8,8,"SSD","256","0","Nvidia","windows",1.64,62817,157
338,"HP","Ultrabook",13.3,"small",1920,1080,1,0,"Intel","Core i7",2.7,8,"SSD","256","0","Intel","windows",1.32,74539,166
339,"Acer","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","Intel","linux",2.4,23539,100
340,"HP","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"HDD","1024","0","Intel","windows",1.86,34046,141
341,"Dell","Workstation",15.6,"medium",1920,1080,0,0,"Intel","Xeon E3-1505M",3.0,8,"HDD","64","1024","Nvidia","windows",2.23,106187,141
342,"Dell","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.6,8,"SSD","256","0","Intel","windows",1.64,68184,157
343,"Dell","Ultrabook",13.3,"small",3200,1800,0,1,"Intel","Core i7",2.4,8,"SSD","256","0","Intel","windows",1.23,73473,276
344,"MSI","Gaming",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Nvidia","windows",2.2,54758,141
345,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,4,"SSD","128","0","Intel","windows",1.63,36710,100
346,"Dell","Notebook",17.3,"large",1920,1080,1,0,"Intel","Core i5",1.6,8,"Hybrid","128","1024","AMD","linux",2.8,47366,127
347,"Microsoft","Ultrabook",13.5,"small",2256,1504,0,1,"Intel","Core i7",2.5,16,"SSD","512","0","Intel","windows",1.25,137942,201
348,"Lenovo","Notebook",24.0,"large",1920,1080,0,0,"Intel","Core i5",2.3,8,"SSD","256","0","Intel","windows",2.02,71395,92
349,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,8,"SSD","256","0","Nvidia","N/A",2.2,26587,100
350,"HP","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i5",2.5,8,"SSD","128","0","Intel","windows",1.91,31382,100
351,"Lenovo","2 in 1 Convertible",13.3,"small",1920,1080,1,1,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.37,74539,166
352,"Lenovo","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.7,4,"HDD","1024","0","Nvidia","windows",2.2,42571,141
353,"Dell","Workstation",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.7,16,"SSD","256","0","Nvidia","windows",2.17,105228,141
354,"Lenovo","Notebook",15.6,"medium",1366,768,0,0,"Intel","Core i3",2.0,8,"HDD","2048","0","Nvidia","N/A",2.2,24456,100
355,"HP","Workstation",15.6,"medium",1920,1080,1,0,"Intel","Core i7",2.9,8,"SSD","512","0","Intel","windows",2.31,81732,141
356,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.5,4,"HDD","500","0","AMD","windows",2.3,31169,141
357,"Lenovo","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i5",2.5,8,"SSD","256","0","Intel","windows",1.65,71662,157
358,"HP","Notebook",14.0,"medium",1366,768,1,0,"Intel","Core i5",1.6,4,"HDD","500","0","Intel","windows",1.63,38468,112
359,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i5",2.8,8,"SSD","256","0","Intel","windows",1.9,73367,141
360,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"Hybrid","128","1024","AMD","windows",2.36,52161,141
361,"Dell","Gaming",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.8,16,"Hybrid","128","1024","Nvidia","windows",4.42,160520,127
362,"Dell","Ultrabook",13.3,"small",1920,1080,1,0,"Intel","Core i5",1.6,8,"SSD","256","0","Intel","windows",1.21,86793,166
363,"Dell","2 in 1 Convertible",11.6,"small",1366,768,0,1,"Intel","Pentium Quad",1.6,4,"HDD","500","0","Intel","windows",1.47,25521,135
364,"Toshiba","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"HDD","500","0","Intel","windows",2.0,45821,141
365,"Dell","Notebook",17.3,"large",1920,1080,1,0,"Intel","Core i7",2.7,8,"HDD","1024","0","Nvidia","windows",4.42,109011,127
366,"HP","Notebook",14.0,"medium",1920,1080,0,0,"Intel","Core i7",1.8,8,"SSD","512","0","Intel","windows",1.63,57756,157
367,"Asus","Notebook",15.6,"medium",3840,2160,1,0,"Intel","Core i7",2.7,8,"Hybrid","256","1024","Nvidia","windows",2.0,69211,282
368,"Microsoft","Ultrabook",13.5,"small",2256,1504,0,1,"Intel","Core M",2.2,4,"SSD","128","0","Intel","windows",1.25,52694,201
369,"Dell","Notebook",15.6,"medium",1920,1080,1,0,"Intel","Core i7",1.8,8,"Hybrid","256","1024","Nvidia","windows",2.16,60224,141
370,"Mediacom","Notebook",13.3,"small",1920,1080,1,0,"Intel","Celeron Quad",1.1,4,"SSD","32","0","Intel","windows",1.2,19660,166
371,"Microsoft","Ultrabook",33.5,"large",2256,1504,0,1,"Intel","Core i7",2.5,8,"SSD","256","0","Intel","windows",1.25,95851,81
372,"Asus","Gaming",15.6,"medium",1920,1080,1,0,"Intel","Core i5",2.5,8,"Hybrid","128","1024","Nvidia","windows",2.3,87859,141
373,"HP","Notebook",17.3,"large",1600,900,0,0,"Intel","Core i3",2.0,8,"SSD","256","0","Intel","windows",2.5,34094,106
374,"Acer","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i3",2.0,4,"HDD","1024","0","Nvidia","windows",2.23,28984,141
375,"Dell","Notebook",15.6,"medium",1920,1080,0,0,"Intel","Core i7",2.8,8,"SSD","256","0","Nvidia","windows",1.93,72940,141
